1550.00000	0.04025	0.19940	0.07576
1550.00010	0.04021	0.19940	0.07026
1550.00020	0.04017	0.19940	0.06581
1550.00030	0.04013	0.19940	0.06197
1550.00040	0.04009	0.19940	0.05862
1550.00050	0.04025	0.19940	0.05603
1550.00060	0.04025	0.19940	0.05361
1550.00070	0.04037	0.19940	0.05154
1550.00080	0.04025	0.19940	0.05005
1550.00090	0.04029	0.19940	0.04880
1550.00100	0.04033	0.19940	0.04746
1550.00110	0.04037	0.19940	0.04637
1550.00120	0.04041	0.19940	0.04568
1550.00130	0.04041	0.19940	0.04500
1550.00140	0.04041	0.19940	0.04431
1550.00150	0.04029	0.19940	0.04374
1550.00160	0.04025	0.19940	0.04310
1550.00170	0.04029	0.19940	0.04289
1550.00180	0.04041	0.19940	0.04269
1550.00190	0.04041	0.19940	0.04249
1550.00200	0.04009	0.19940	0.04213
1550.00210	0.04037	0.19940	0.04180
1550.00220	0.04041	0.19940	0.04172
1550.00230	0.04033	0.19940	0.04176
1550.00240	0.04025	0.19940	0.04148
1550.00250	0.04041	0.19940	0.04156
1550.00260	0.04041	0.19940	0.04132
1550.00270	0.04029	0.19940	0.04108
1550.00280	0.04041	0.19940	0.04099
1550.00290	0.04041	0.19940	0.04120
1550.00300	0.04049	0.19940	0.04124
1550.00310	0.04021	0.19940	0.04103
1550.00320	0.04041	0.19940	0.04083
1550.00330	0.03997	0.19940	0.04067
1550.00340	0.04009	0.19940	0.04067
1550.00350	0.04033	0.19940	0.04079
1550.00360	0.04025	0.19940	0.04083
1550.00370	0.04025	0.19940	0.04067
1550.00380	0.04009	0.19940	0.04067
1550.00390	0.03993	0.19940	0.04067
1550.00400	0.03993	0.19940	0.04067
1550.00410	0.04009	0.19940	0.04063
1550.00420	0.04001	0.19940	0.04051
1550.00430	0.03993	0.19940	0.04063
1550.00440	0.03976	0.19940	0.04035
1550.00450	0.03997	0.19940	0.04055
1550.00460	0.04009	0.19940	0.04067
1550.00470	0.04009	0.19940	0.04055
1550.00480	0.04009	0.19940	0.04067
1550.00490	0.03997	0.19940	0.04047
1550.00500	0.03993	0.19940	0.04043
1550.00510	0.04001	0.19940	0.04051
1550.00520	0.04009	0.19940	0.04051
1550.00530	0.04009	0.19940	0.04063
1550.00540	0.04009	0.19940	0.04059
1550.00550	0.04009	0.19940	0.04055
1550.00560	0.04009	0.19940	0.04067
1550.00570	0.04037	0.19940	0.04051
1550.00580	0.04017	0.19940	0.04051
1550.00590	0.04009	0.19940	0.04063
1550.00600	0.04025	0.19940	0.04051
1550.00610	0.04025	0.19940	0.04055
1550.00620	0.04033	0.19940	0.04059
1550.00630	0.04017	0.19940	0.04075
1550.00640	0.04025	0.19940	0.04083
1550.00650	0.04037	0.19940	0.04051
1550.00660	0.04017	0.19940	0.04043
1550.00670	0.04033	0.19940	0.04035
1550.00680	0.04025	0.19940	0.04067
1550.00690	0.04037	0.19940	0.04067
1550.00700	0.04025	0.19940	0.04067
1550.00710	0.04013	0.19940	0.04067
1550.00720	0.04057	0.19940	0.04083
1550.00730	0.04037	0.19940	0.04051
1550.00740	0.04017	0.19940	0.04059
1550.00750	0.04009	0.19940	0.04067
1550.00760	0.04009	0.19940	0.04083
1550.00770	0.04013	0.19940	0.04055
1550.00780	0.04017	0.19940	0.04067
1550.00790	0.04033	0.19940	0.04067
1550.00800	0.03976	0.19940	0.04051
1550.00810	0.04005	0.19940	0.04067
1550.00820	0.04001	0.19940	0.04067
1550.00830	0.04009	0.19940	0.04067
1550.00840	0.04009	0.19940	0.04067
1550.00850	0.04005	0.19940	0.04047
1550.00860	0.03993	0.19940	0.04043
1550.00870	0.03993	0.19940	0.04039
1550.00880	0.03993	0.19940	0.04035
1550.00890	0.04013	0.19940	0.04055
1550.00900	0.04009	0.19940	0.04051
1550.00910	0.04017	0.19940	0.04035
1550.00920	0.03993	0.19940	0.04051
1550.00930	0.03997	0.19940	0.04055
1550.00940	0.04009	0.19940	0.04051
1550.00950	0.04021	0.19940	0.04047
1550.00960	0.04009	0.19940	0.04067
1550.00970	0.03997	0.19940	0.04051
1550.00980	0.04009	0.19940	0.04043
1550.00990	0.04033	0.19940	0.04047
1550.01000	0.04009	0.19940	0.04051
1550.01010	0.04009	0.19940	0.04035
1550.01020	0.04001	0.19940	0.04043
1550.01030	0.04017	0.19940	0.04063
1550.01040	0.04025	0.19940	0.04051
1550.01050	0.04037	0.19940	0.04055
1550.01060	0.04017	0.19940	0.04059
1550.01070	0.04009	0.19940	0.04051
1550.01080	0.04025	0.19940	0.04067
1550.01090	0.04029	0.19940	0.04055
1550.01100	0.04041	0.19940	0.04067
1550.01110	0.04029	0.19940	0.04055
1550.01120	0.04009	0.19940	0.04051
1550.01130	0.04009	0.19940	0.04055
1550.01140	0.04017	0.19940	0.04075
1550.01150	0.04025	0.19940	0.04059
1550.01160	0.04009	0.19940	0.04067
1550.01170	0.04025	0.19940	0.04055
1550.01180	0.04017	0.19940	0.04067
1550.01190	0.04009	0.19940	0.04067
1550.01200	0.04009	0.19940	0.04067
1550.01210	0.04037	0.19940	0.04039
1550.01220	0.04009	0.19940	0.04051
1550.01230	0.03993	0.19940	0.04051
1550.01240	0.03993	0.19940	0.04051
1550.01250	0.04013	0.19940	0.04047
1550.01260	0.04009	0.19940	0.04035
1550.01270	0.04017	0.19940	0.04035
1550.01280	0.03993	0.19940	0.04051
1550.01290	0.03993	0.19940	0.04047
1550.01300	0.03993	0.19940	0.04043
1550.01310	0.03993	0.19940	0.04051
1550.01320	0.04025	0.19940	0.04051
1550.01330	0.04009	0.19940	0.04051
1550.01340	0.04001	0.19940	0.04035
1550.01350	0.04005	0.19940	0.04031
1550.01360	0.04009	0.19940	0.04035
1550.01370	0.04037	0.19940	0.04047
1550.01380	0.04025	0.19940	0.04043
1550.01390	0.04013	0.19940	0.04063
1550.01400	0.04009	0.19940	0.04051
1550.01410	0.03997	0.19940	0.04043
1550.01420	0.04009	0.19940	0.04059
1550.01430	0.04021	0.19940	0.04051
1550.01440	0.04025	0.19940	0.04051
1550.01450	0.03985	0.19940	0.04047
1550.01460	0.04009	0.19940	0.04043
1550.01470	0.04021	0.19940	0.04039
1550.01480	0.04025	0.19940	0.04067
1550.01490	0.04025	0.19940	0.04063
1550.01500	0.04025	0.19940	0.04059
1550.01510	0.04001	0.19940	0.04067
1550.01520	0.04009	0.19940	0.04051
1550.01530	0.04029	0.19940	0.04063
1550.01540	0.04033	0.19940	0.04059
1550.01550	0.04037	0.19940	0.04043
1550.01560	0.04025	0.19940	0.04051
1550.01570	0.04005	0.19940	0.04039
1550.01580	0.04001	0.19940	0.04059
1550.01590	0.04021	0.19940	0.04067
1550.01600	0.04025	0.19940	0.04067
1550.01610	0.04021	0.19940	0.04067
1550.01620	0.04017	0.19940	0.04059
1550.01630	0.04013	0.19940	0.04063
1550.01640	0.03976	0.19940	0.04051
1550.01650	0.03985	0.19940	0.04051
1550.01660	0.04009	0.19940	0.04051
1550.01670	0.04009	0.19940	0.04051
1550.01680	0.03993	0.19940	0.04051
1550.01690	0.03985	0.19940	0.04051
1550.01700	0.04009	0.19940	0.04043
1550.01710	0.03997	0.19940	0.04047
1550.01720	0.04025	0.19940	0.04035
1550.01730	0.04033	0.19940	0.04051
1550.01740	0.03993	0.19940	0.04035
1550.01750	0.03964	0.19940	0.04031
1550.01760	0.03993	0.19940	0.04051
1550.01770	0.03997	0.19940	0.04035
1550.01780	0.04009	0.19940	0.04027
1550.01790	0.04033	0.19940	0.04043
1550.01800	0.03993	0.19940	0.04051
1550.01810	0.03976	0.19940	0.04043
1550.01820	0.03985	0.19940	0.04043
1550.01830	0.03993	0.19940	0.04031
1550.01840	0.04025	0.19940	0.04019
1550.01850	0.04049	0.19940	0.04047
1550.01860	0.04017	0.19940	0.04027
1550.01870	0.04009	0.19940	0.04043
1550.01880	0.03993	0.19940	0.04051
1550.01890	0.04001	0.19940	0.04043
1550.01900	0.04025	0.19940	0.04027
1550.01910	0.04037	0.19940	0.04047
1550.01920	0.04041	0.19940	0.04051
1550.01930	0.04013	0.19940	0.04039
1550.01940	0.04017	0.19940	0.04059
1550.01950	0.04033	0.19940	0.04043
1550.01960	0.04025	0.19940	0.04051
1550.01970	0.04041	0.19940	0.04047
1550.01980	0.04041	0.19940	0.04051
1550.01990	0.04005	0.19940	0.04055
1550.02000	0.04009	0.19940	0.04051
1550.02010	0.04025	0.19940	0.04043
1550.02020	0.04041	0.19940	0.04059
1550.02030	0.04045	0.19940	0.04063
1550.02040	0.04041	0.19940	0.04067
1550.02050	0.04021	0.19940	0.04051
1550.02060	0.04009	0.19940	0.04051
1550.02070	0.04021	0.19940	0.04063
1550.02080	0.04025	0.19940	0.04051
1550.02090	0.04029	0.19940	0.04051
1550.02100	0.04041	0.19940	0.04059
1550.02110	0.04005	0.19940	0.04067
1550.02120	0.04009	0.19940	0.04051
1550.02130	0.04009	0.19940	0.04035
1550.02140	0.04009	0.19940	0.04035
1550.02150	0.04033	0.19940	0.04059
1550.02160	0.04009	0.19940	0.04051
1550.02170	0.04005	0.19940	0.04043
1550.02180	0.03993	0.19940	0.04051
1550.02190	0.03993	0.19940	0.04047
1550.02200	0.03993	0.19940	0.04051
1550.02210	0.04025	0.19940	0.04035
1550.02220	0.04017	0.19940	0.04043
1550.02230	0.03997	0.19940	0.04051
1550.02240	0.03976	0.19940	0.04051
1550.02250	0.03993	0.19940	0.04047
1550.02260	0.03993	0.19940	0.04035
1550.02270	0.04005	0.19940	0.04023
1550.02280	0.04025	0.19940	0.04051
1550.02290	0.04001	0.19940	0.04031
1550.02300	0.03985	0.19940	0.04019
1550.02310	0.03993	0.19940	0.04019
1550.02320	0.03976	0.19940	0.04019
1550.02330	0.04021	0.19940	0.04039
1550.02340	0.03985	0.19940	0.04043
1550.02350	0.03997	0.19940	0.04035
1550.02360	0.04009	0.19940	0.04035
1550.02370	0.03976	0.19940	0.04019
1550.02380	0.03993	0.19940	0.04027
1550.02390	0.04009	0.19940	0.04023
1550.02400	0.04025	0.19940	0.04019
1550.02410	0.04025	0.19940	0.04047
1550.02420	0.04001	0.19940	0.04027
1550.02430	0.03989	0.19940	0.04043
1550.02440	0.04025	0.19940	0.04019
1550.02450	0.04001	0.19940	0.04027
1550.02460	0.04017	0.19940	0.04043
1550.02470	0.04021	0.19940	0.04047
1550.02480	0.03993	0.19940	0.04002
1550.02490	0.04005	0.19940	0.04043
1550.02500	0.03985	0.19940	0.04035
